,index,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address,lat,long
522,177,1438971,4-Jul-19,Illinois,Chicago,800  N Homan Ave,1,3,"800  N Homan Ave, Chicago Illinois",41.895628,-87.71155
523,178,1439765,4-Jul-19,California,Fresno,4700  E Hamilton Ave,1,3,"4700  E Hamilton Ave, Fresno California",36.724541,-119.740701
524,179,1438602,2-Jul-19,Missouri,Saint Louis (Wellston),6250 Page Ave,0,4,"6250 Page Ave, Saint Louis (Wellston) Missouri",38.67147252,-90.29261576
525,180,1437094,1-Jul-19,Maryland,Baltimore,1200  N Luzerne Ave,0,4,"1200  N Luzerne Ave, Baltimore Maryland",39.3049054,-76.58146991
526,181,1435804,30-Jun-19,California,Oakland,3000  Brookdale Ave,0,4,"3000  Brookdale Ave, Oakland California",37.79235586,-122.2158401
527,182,1436545,30-Jun-19,California,Yucaipa,12700  California St,0,5,"12700  California St, Yucaipa California",34.02301777,-117.038924
528,183,1436254,30-Jun-19,Texas,Dallas,3535 Munger Ave,2,2,"3535 Munger Ave, Dallas Texas",32.8000263,-96.789442
529,184,1434931,29-Jun-19,Illinois,Chicago,2400  W Jackson Blvd,0,5,"2400  W Jackson Blvd, Chicago Illinois",41.877624,-87.687052
530,185,1435028,29-Jun-19,Louisiana,Baton Rouge,7132 Florida Blvd,0,7,"7132 Florida Blvd, Baton Rouge Louisiana",30.4561834,-91.0744703
531,186,1434882,28-Jun-19,New Jersey,Paterson,50  Jefferson St,0,4,"50  Jefferson St, Paterson New Jersey",40.92593567,-74.17172783
532,187,1434602,28-Jun-19,Connecticut,Hamden,937 Choate Ave,0,5,"937 Choate Ave, Hamden Connecticut",41.4219389,-72.9375443
533,188,1434893,28-Jun-19,New Jersey,Jersey City,167 Armstrong Ave,0,4,"167 Armstrong Ave, Jersey City New Jersey",40.70279005,-74.08737337
534,189,1435217,28-Jun-19,Minnesota,Saint Paul,909 Desoto St,0,5,"909 Desoto St, Saint Paul Minnesota",44.96861155,-93.08128488
535,190,1432930,26-Jun-19,Ohio,Akron,900  Rowe St,1,3,"900  Rowe St, Akron Ohio",41.05362595,-81.50195225
536,191,1433857,26-Jun-19,Wisconsin,Milwaukee,2800  N 34th St,0,4,"2800  N 34th St, Milwaukee Wisconsin",43.069848,-87.956103
537,192,1429475,23-Jun-19,California,La Jolla,7500  Draper Ave,1,3,"7500  Draper Ave, La Jolla California",32.839766,-117.276225
538,193,1429810,23-Jun-19,California,San Jose,568 Habbitts Court,5,0,"568 Habbitts Court, San Jose California",37.30102635,-121.8416699
539,194,1429047,23-Jun-19,Indiana,South Bend,1150 E Mishawaka Ave,1,10,"1150 E Mishawaka Ave, South Bend Indiana",41.6642161,-86.220977
540,195,1429480,23-Jun-19,Ohio,Columbus,1767 Genessee Ave,0,5,"1767 Genessee Ave, Columbus Ohio",40.0188615,-82.963456
541,196,1429338,23-Jun-19,South Carolina,Abbeville,1108 Cambridge St,3,1,"1108 Cambridge St, Abbeville South Carolina",34.186326,-82.368428
542,197,1429022,22-Jun-19,Pennsylvania,Philadelphia,2400  Moore St,0,4,"2400  Moore St, Philadelphia Pennsylvania",39.930082,-75.185414
543,198,1428595,22-Jun-19,Maryland,Baltimore,800  N Port St,1,4,"800  N Port St, Baltimore Maryland",39.30019005,-76.58325428
544,199,1428788,21-Jun-19,Michigan,Saginaw,1506 N Charles St,1,3,"1506 N Charles St, Saginaw Michigan",43.42952537,-83.96779982
545,200,1427483,21-Jun-19,Illinois,Chicago,6300  S King Dr,0,4,"6300  S King Dr, Chicago Illinois",41.709143,-87.6138244
546,201,1428229,21-Jun-19,California,Richmond,700  14th St,0,5,"700  14th St, Richmond California",37.942231,-122.356299
547,202,1426537,20-Jun-19,Pennsylvania,Allentown,343 Hamilton St,0,10,"343 Hamilton St, Allentown Pennsylvania",40.60498455,-75.46273601
548,203,1425193,18-Jun-19,New Jersey,Newark,700  Dr Martin Luther King Jr Blvd,1,4,"700  Dr Martin Luther King Jr Blvd, Newark New Jersey",40.72910671,-74.18250687
549,204,1424957,17-Jun-19,Tennessee,Memphis,2872 Coach Dr,0,5,"2872 Coach Dr, Memphis Tennessee",35.20400746,-89.92512708
550,205,1423697,16-Jun-19,Pennsylvania,Philadelphia,6900  Reedbird Pl,1,5,"6900  Reedbird Pl, Philadelphia Pennsylvania",39.914285,-75.231178
551,206,1423435,16-Jun-19,Iowa,Des Moines,1200  Sampson St,0,6,"1200  Sampson St, Des Moines Iowa",41.600962,-93.592815
552,207,1422981,15-Jun-19,Louisiana,Shreveport,2500  Hollywood Ave,0,4,"2500  Hollywood Ave, Shreveport Louisiana",32.456562,-93.776939
553,208,1420933,12-Jun-19,North Carolina,Charlotte,305 N Graham St,1,3,"305 N Graham St, Charlotte North Carolina",35.23256131,-80.84442994
554,209,1419305,11-Jun-19,Colorado,Aurora,12500  E Kansas Pl,0,4,"12500  E Kansas Pl, Aurora Colorado",39.694709,-104.8424078
555,210,1418533,9-Jun-19,Ohio,Cleveland,17218 Tarkington Ave,1,3,"17218 Tarkington Ave, Cleveland Ohio",41.43123415,-81.55956235
556,211,1418548,9-Jun-19,New York,Buffalo,2081 Niagara St,0,4,"2081 Niagara St, Buffalo New York",42.9410149,-78.9053141
557,212,1418457,9-Jun-19,Tennessee,Henning,265 N Main St,1,3,"265 N Main St, Henning Tennessee",35.67375047,-89.57296024
558,213,1417570,8-Jun-19,Illinois,Chicago,3500  W North Ave,0,4,"3500  W North Ave, Chicago Illinois",41.9106332,-87.6677584
559,214,1417716,7-Jun-19,Texas,Austin,8220 TX-71,0,5,"8220 TX-71, Austin Texas",30.2192219,-97.7569018
560,215,1416374,6-Jun-19,Illinois,Chicago,2500  N Lake Shore Dr,1,3,"2500  N Lake Shore Dr, Chicago Illinois",41.902162,-87.6243207
561,216,1415399,5-Jun-19,California,Santa Rosa,828 W 9th Street,0,4,"828 W 9th Street, Santa Rosa California",38.4413913,-122.735294
562,217,1412419,1-Jun-19,South Carolina,Allendale,473 Main St S,0,5,"473 Main St S, Allendale South Carolina",33.037093,-81.228465
563,218,1411598,1-Jun-19,Illinois,Chicago,300  East Chicago Ave,0,4,"300  East Chicago Ave, Chicago Illinois",41.8963583,-87.61971008
564,219,1411408,1-Jun-19,Virginia,Portsmouth,1100  Mt Vernon Ave,1,3,"1100  Mt Vernon Ave, Portsmouth Virginia",36.8363664,-76.3359843
565,220,1412243,1-Jun-19,Illinois,Chicago,5600  West Madison St,0,4,"5600  West Madison St, Chicago Illinois",41.8805897,-87.76571861
566,221,1411963,1-Jun-19,Georgia,Atlanta,12 Broad Street,0,5,"12 Broad Street, Atlanta Georgia",33.7546729,-84.3914043
567,222,1410442,31-May-19,Virginia,Virginia Beach,2405 Courthouse Drive,13,4,"2405 Courthouse Drive, Virginia Beach Virginia",36.7509517,-76.05747685
568,223,1411661,31-May-19,California,West Covina,306 N Hollow Ave,1,3,"306 N Hollow Ave, West Covina California",34.07518857,-117.9364682
569,224,1410329,30-May-19,Illinois,Robbins,14000  Grace Ave,0,5,"14000  Grace Ave, Robbins Illinois",41.638272,-87.706032
570,225,1408289,29-May-19,Texas,Cleveland,26311 TX-321,3,2,"26311 TX-321, Cleveland Texas",30.3428716,-95.089437
571,226,1409255,29-May-19,Louisiana,Reserve,300  Homewood Place,1,3,"300  Homewood Place, Reserve Louisiana",29.901432,-90.132499
572,227,1407941,27-May-19,Missouri,Saint Louis,5900  Goodfellow Blvd,2,2,"5900  Goodfellow Blvd, Saint Louis Missouri",38.713505,-90.254577
573,228,1406330,27-May-19,District of Columbia,Washington,1200  Sumner Rd SE,0,5,"1200  Sumner Rd SE, Washington District of Columbia",38.8610111,-76.9973132
574,229,1405445,26-May-19,District of Columbia,Washington,3509 Wheeler Rd SE,1,3,"3509 Wheeler Rd SE, Washington District of Columbia",38.8391879,-76.9939661
575,230,1406070,26-May-19,California,Stockton,600  E Oak St,1,3,"600  E Oak St, Stockton California",37.959742,-121.284725
576,231,1404417,25-May-19,New Jersey,Trenton,225 Brunswick Ave,0,9,"225 Brunswick Ave, Trenton New Jersey",40.228188,-74.7613154
577,232,1404580,25-May-19,Michigan,Detroit,3400  Devonshire,3,2,"3400  Devonshire, Detroit Michigan",42.390306,-82.934373
578,233,1405317,25-May-19,Maryland,Baltimore,500  N Belnord Ave,0,4,"500  N Belnord Ave, Baltimore Maryland",39.2971774,-76.57881397
579,234,1400095,20-May-19,Oklahoma,Tulsa,8118 E 16th St,2,2,"8118 E 16th St, Tulsa Oklahoma",36.1388275,-95.88627593
580,235,1400146,20-May-19,Louisiana,Alexandria,1900  Bacon Street,1,4,"1900  Bacon Street, Alexandria Louisiana",31.286469,-92.455848
581,236,1400561,20-May-19,Ohio,Columbus,2424 Sullivant Ave,0,4,"2424 Sullivant Ave, Columbus Ohio",39.945496,-83.06337677
582,237,1399820,19-May-19,Oregon,Portland,226 SE Madison St,0,5,"226 SE Madison St, Portland Oregon",45.51285467,-122.6634213
583,238,1398553,18-May-19,Alabama,Atmore,100 Martin Luther King Avenue,1,8,"100 Martin Luther King Avenue, Atmore Alabama",31.030228,-87.479607
584,239,1398538,18-May-19,Indiana,Muncie,2410 W. Euclid Ave,1,6,"2410 W. Euclid Ave, Muncie Indiana",40.20716431,-85.41425245
585,240,1398593,18-May-19,California,Long Beach,1616 West Pacific Coast Highway,1,4,"1616 West Pacific Coast Highway, Long Beach California",33.7573294,-118.1095781
586,241,1398584,18-May-19,Iowa,Cedar Rapids,70 Kirkwood Ct SW,2,2,"70 Kirkwood Ct SW, Cedar Rapids Iowa",41.921432,-91.65560067
587,242,1400934,18-May-19,Nebraska,Omaha,2825 Y St,0,4,"2825 Y St, Omaha Nebraska",41.19736645,-95.95533832
588,243,1399346,18-May-19,North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,2,4,"4252 Cody Drive, Winston Salem (Winston-salem) North Carolina",36.15021567,-80.25097179
589,244,1398876,17-May-19,California,Sacramento,7326 Stockton Blvd,1,3,"7326 Stockton Blvd, Sacramento California",38.4752525,-121.4194754
590,245,1397521,16-May-19,Ohio,Cleveland,9500 Cardwell Ave,0,4,"9500 Cardwell Ave, Cleveland Ohio",41.43490942,-81.61731299
591,246,1396491,15-May-19,Louisiana,Saint Rose,100  St. Rose Ave,0,4,"100  St. Rose Ave, Saint Rose Louisiana",29.947063,-90.317306
592,247,1395560,14-May-19,California,Los Angeles,1248 W 47th St,0,4,"1248 W 47th St, Los Angeles California",34.00055196,-118.2971835
593,248,1394330,13-May-19,Missouri,Saint Louis,4047 Shreve Ave,4,1,"4047 Shreve Ave, Saint Louis Missouri",38.67709589,-90.24347266
594,249,1391971,10-May-19,Pennsylvania,Philadelphia,1900  N Croskey St,0,5,"1900  N Croskey St, Philadelphia Pennsylvania",39.983625,-75.171131
595,250,1392313,10-May-19,Missouri,Saint Louis,4000  Ashland Ave,0,6,"4000  Ashland Ave, Saint Louis Missouri",38.662636,-90.226736
596,251,1386962,5-May-19,New Jersey,North Bergen,2033 45th Street,1,4,"2033 45th Street, North Bergen New Jersey",40.78443127,-74.03441849
597,252,1386929,4-May-19,Indiana,Indianapolis,101 W Maryland St,0,4,"101 W Maryland St, Indianapolis Indiana",39.765601,-86.160105
598,253,1387245,4-May-19,California,Stockton,5105 Holiday Dr,1,4,"5105 Holiday Dr, Stockton California",38.00176548,-121.2977395
599,254,1386481,3-May-19,Texas,Dallas,5400 Cedar Springs Rd,1,3,"5400 Cedar Springs Rd, Dallas Texas",32.7964853,-96.805436
600,255,1386085,3-May-19,Maryland,Baltimore,1900  Ramsay St,0,5,"1900  Ramsay St, Baltimore Maryland",39.2833062,-76.64718181
601,256,1385642,3-May-19,Maryland,Baltimore,2500  E Biddle St,0,4,"2500  E Biddle St, Baltimore Maryland",39.30492815,-76.58252792
602,257,1384553,1-May-19,Massachusetts,Boston,32 Windermere Rd,1,3,"32 Windermere Rd, Boston Massachusetts",42.31442178,-71.0623287
603,258,1381857,28-Apr-19,Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,0,7,"1407 Dr DB Todd Jr Blvd, Nashville Tennessee",36.17199037,-86.80777887
604,259,1382099,28-Apr-19,Alabama,Birmingham,514 19th St Ensley,0,4,"514 19th St Ensley, Birmingham Alabama",33.51308808,-86.89666527
605,260,1381979,28-Apr-19,Maryland,Baltimore,2544 Edmondson Ave,1,7,"2544 Edmondson Ave, Baltimore Maryland",39.29490475,-76.6577294
606,261,1381771,27-Apr-19,Mississippi,Jackson,700  Monterey St,1,3,"700  Monterey St, Jackson Mississippi",32.2765134,-90.2295984
607,262,1381273,27-Apr-19,California,Poway,16934 Chabad Way,1,3,"16934 Chabad Way, Poway California",33.019129,-117.053245
608,263,1377519,21-Apr-19,Pennsylvania,Philadelphia,1500  South 31st St,0,4,"1500  South 31st St, Philadelphia Pennsylvania",39.935137,-75.195835
609,264,1376873,20-Apr-19,Tennessee,Memphis,761 Chestnut Ave,0,6,"761 Chestnut Ave, Memphis Tennessee",35.10219116,-90.03702963
610,265,1376883,19-Apr-19,Kansas,Wichita,1628 S George Washington Blvd,0,4,"1628 S George Washington Blvd, Wichita Kansas",37.66397015,-97.30050248
611,266,1375235,18-Apr-19,Kentucky,Louisville,4000  Bells Ln,0,4,"4000  Bells Ln, Louisville Kentucky",38.22314908,-85.82778845
612,267,1373557,16-Apr-19,Maryland,Germantown,18700  Curry Powder Ln,1,3,"18700  Curry Powder Ln, Germantown Maryland",39.162116,-77.264593
613,268,1371024,14-Apr-19,California,Vallejo,100  Princeton Ave,1,3,"100  Princeton Ave, Vallejo California",38.15069,-122.251439
614,269,1371065,14-Apr-19,California,Stockton,2539 E Main St,0,4,"2539 E Main St, Stockton California",37.95489767,-121.2513264
615,270,1374920,13-Apr-19,California,Moreno Valley,23500  Alessandro Blvd,0,4,"23500  Alessandro Blvd, Moreno Valley California",33.917348,-117.252284
616,271,1370269,12-Apr-19,Illinois,Carbondale,119 N Washington St,0,4,"119 N Washington St, Carbondale Illinois",37.72759639,-89.21531165
617,272,1368597,11-Apr-19,Maryland,Baltimore,2200  Ruskin Ave,1,3,"2200  Ruskin Ave, Baltimore Maryland",39.3151669,-76.64793713
618,273,1369148,11-Apr-19,Arizona,Phoenix,7112 W Minnezona Ave,3,2,"7112 W Minnezona Ave, Phoenix Arizona",33.5032,-112.1053058
619,274,1367011,9-Apr-19,Missouri,Kansas City,5339 Michigan Ave,1,3,"5339 Michigan Ave, Kansas City Missouri",39.02971408,-94.56304522
620,275,1365052,7-Apr-19,North Carolina,Winston Salem (Winston-salem),515 N Cherry St,0,7,"515 N Cherry St, Winston Salem (Winston-salem) North Carolina",36.1532058,-80.2641373
621,276,1365077,7-Apr-19,Indiana,Indianapolis,3600  Roosevelt Ave,2,2,"3600  Roosevelt Ave, Indianapolis Indiana",39.789843,-86.1314439
622,277,1365173,7-Apr-19,Delaware,Wilmington,940 N Pine St,0,6,"940 N Pine St, Wilmington Delaware",39.74248582,-75.5418857
623,278,1365100,7-Apr-19,Louisiana,Shreveport,433 Flournoy Lucas Rd,0,4,"433 Flournoy Lucas Rd, Shreveport Louisiana",32.3909212,-93.76424968
624,279,1364443,6-Apr-19,Florida,Tallahassee,500  Kissimmee St,0,4,"500  Kissimmee St, Tallahassee Florida",30.422674,-84.28979
625,280,1364540,6-Apr-19,Illinois,Chicago,6300  S Seeley Ave,0,6,"6300  S Seeley Ave, Chicago Illinois",41.779177,-87.675231
626,281,1363737,4-Apr-19,Florida,Panama City,100  Allen Ave,1,3,"100  Allen Ave, Panama City Florida",30.14606295,-85.6543396
627,282,1362364,2-Apr-19,Mississippi,Hermanville,13195 MS 18,0,4,"13195 MS 18, Hermanville Mississippi",31.974832,-90.817924
628,283,1362182,2-Apr-19,Kentucky,Covington,337 E 13th St,0,5,"337 E 13th St, Covington Kentucky",39.07729873,-84.50264622
629,284,1360333,31-Mar-19,Georgia,Atlanta,3041 Landrum Dr SW,1,4,"3041 Landrum Dr SW, Atlanta Georgia",33.70872145,-84.48723448
630,285,1359599,31-Mar-19,South Carolina,North Charleston,1900  Jacksonville Rd,0,7,"1900  Jacksonville Rd, North Charleston South Carolina",32.846181,-79.963371
631,286,1359455,31-Mar-19,Illinois,Chicago,500  N Hamlin Ave,1,4,"500  N Hamlin Ave, Chicago Illinois",41.890026,-87.721149
632,287,1357591,28-Mar-19,Maryland,Baltimore,6200  Boston St,0,4,"6200  Boston St, Baltimore Maryland",39.278098,-76.541534
633,288,1353714,24-Mar-19,California,San Francisco,1300 Fillmore St,1,5,"1300 Fillmore St, San Francisco California",37.7819302,-122.4319908
634,289,1354049,24-Mar-19,Arizona,Phoenix,2202 W McDowell Rd,0,7,"2202 W McDowell Rd, Phoenix Arizona",33.46619405,-112.1067059
635,290,1350494,19-Mar-19,Arizona,Phoenix,8526 N 27th Ave,2,4,"8526 N 27th Ave, Phoenix Arizona",33.5613975,-112.117213
636,291,1348844,17-Mar-19,Georgia,Augusta,900  Broad St,0,4,"900  Broad St, Augusta Georgia",33.4835038,-81.9906278
637,292,1347974,16-Mar-19,New Jersey,Camden,619 Ferry Ave,1,3,"619 Ferry Ave, Camden New Jersey",39.92173465,-75.11723326
638,293,1348291,15-Mar-19,Alabama,Mobile,515 Dauphin Island Pkwy,2,4,"515 Dauphin Island Pkwy, Mobile Alabama",30.67269913,-88.08698063
639,294,1347894,14-Mar-19,Montana,Missoula,5145 Airway Blvd,1,3,"5145 Airway Blvd, Missoula Montana",46.9212779,-114.0716263
640,295,1344488,11-Mar-19,New Jersey,Paterson,291 12th Ave,0,4,"291 12th Ave, Paterson New Jersey",40.92052029,-74.15216314
641,296,1343330,10-Mar-19,Louisiana,Shreveport,2700  San Jacinto Ave,0,4,"2700  San Jacinto Ave, Shreveport Louisiana",32.486633,-93.793027
642,297,1343274,10-Mar-19,Colorado,Denver,15th St and Market St,1,4,"15th St and Market St, Denver Colorado",39.74340455,-104.9936464
643,298,1338860,3-Mar-19,California,Oakland,316 14th St,0,4,"316 14th St, Oakland California",37.8032918,-122.2679452
644,299,1338765,3-Mar-19,Illinois,Chicago,2900  E 79th St,0,6,"2900  E 79th St, Chicago Illinois",41.75221155,-87.55384788
645,300,1338790,2-Mar-19,Arkansas,Pine Bluff,723 East 25th Ave,1,4,"723 East 25th Ave, Pine Bluff Arkansas",34.20470548,-91.99490407
646,301,1337498,28-Feb-19,California,Oakland,9755 Edes Ave,1,3,"9755 Edes Ave, Oakland California",37.7363465,-122.1841951
647,302,1333480,22-Feb-19,Alabama,Birmingham,1100  Carnation Dr,2,2,"1100  Carnation Dr, Birmingham Alabama",33.610463,-86.69705
648,303,1331974,21-Feb-19,Maryland,Baltimore,500  Bloom St,1,4,"500  Bloom St, Baltimore Maryland",39.308274,-76.63653
649,304,1332507,21-Feb-19,Kentucky,Elizabethtown,600 N Miles St,2,2,"600 N Miles St, Elizabethtown Kentucky",37.702497,-85.857174
650,305,1332429,21-Feb-19,Texas,Houston,12800  Eastbrook Dr,2,2,"12800  Eastbrook Dr, Houston Texas",29.7921,-95.211611
651,306,1332181,20-Feb-19,Tennessee,Covington,529 N College St,0,4,"529 N College St, Covington Tennessee",35.57053264,-89.64834807
652,307,1329144,17-Feb-19,Texas,Henderson,504 S Van Buren St,2,2,"504 S Van Buren St, Henderson Texas",32.14775868,-94.80123919
653,308,1328792,17-Feb-19,Indiana,Evansville,664 E Illinois St,0,5,"664 E Illinois St, Evansville Indiana",37.97915274,-87.55511207
654,309,1329075,17-Feb-19,Louisiana,New Orleans,Tulane Ave and Elk Pl,1,5,"Tulane Ave and Elk Pl, New Orleans Louisiana",29.9547806,-90.0747492
655,310,1328562,16-Feb-19,Mississippi,Clinton,1214 Foxhill Dr,5,0,"1214 Foxhill Dr, Clinton Mississippi",32.3515845,-90.32070767
656,311,1327321,15-Feb-19,Illinois,Aurora,641 Archer Ave,6,6,"641 Archer Ave, Aurora Illinois",41.75467579,-88.33155769
657,312,1323448,9-Feb-19,Virginia,Petersburg,109 Perry St,0,4,"109 Perry St, Petersburg Virginia",37.2249136,-77.4075702
658,313,1321021,6-Feb-19,New York,Brooklyn,1778 Fulton St,1,3,"1778 Fulton St, Brooklyn New York",40.6790201,-73.92839927
659,314,1321093,5-Feb-19,Texas,San Antonio,538 Hot Wells Blvd,2,2,"538 Hot Wells Blvd, San Antonio Texas",29.36858974,-98.45872262
660,315,1319333,4-Feb-19,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,"2341 Pennsylvania Ave SE, Washington District of Columbia",38.873655,-76.97176537
661,316,1319325,4-Feb-19,Louisiana,Baton Rouge,4000  Topeka St,0,4,"4000  Topeka St, Baton Rouge Louisiana",30.485756,-91.161039
662,317,1318391,3-Feb-19,Illinois,Chicago,938 E 75th St,2,5,"938 E 75th St, Chicago Illinois",41.7588587,-87.60135651
663,318,1318187,1-Feb-19,California,San Diego,6800  Springfield St,0,4,"6800  Springfield St, San Diego California",32.72810257,-117.0525538
664,319,1314289,28-Jan-19,Texas,Houston,7815 Harding St,2,5,"7815 Harding St, Houston Texas",29.70926567,-95.28200703
665,320,1314253,27-Jan-19,Alabama,Birmingham,Avenue O and Warrior Rd,0,5,"Avenue O and Warrior Rd, Birmingham Alabama",33.493207,-86.887492
666,321,1312284,26-Jan-19,Louisiana,Gonzales,42350 Church Point Rd,5,0,"42350 Church Point Rd, Gonzales Louisiana",30.240077,-90.9117197
667,322,1312463,26-Jan-19,Indiana,Indianapolis,2957 N Sherman Dr,0,5,"2957 N Sherman Dr, Indianapolis Indiana",39.80986918,-86.10245088
668,323,1313291,26-Jan-19,New Jersey,Newark,612 Bergen St,1,3,"612 Bergen St, Newark New Jersey",40.723154,-74.199366
669,324,1310775,24-Jan-19,Pennsylvania,State College,1450 S Atherton St,4,1,"1450 S Atherton St, State College Pennsylvania",40.7841103,-77.83927003
670,325,1310397,24-Jan-19,Georgia,Rockmart,319 Williamson St,4,1,"319 Williamson St, Rockmart Georgia",33.9989894,-85.0592112
671,326,1309114,23-Jan-19,Florida,Sebring,1901 US 27 S,5,0,"1901 US 27 S, Sebring Florida",27.4744766,-81.4705353
672,327,1306920,20-Jan-19,Florida,Miami,26133 SW 139th Ave,0,4,"26133 SW 139th Ave, Miami Florida",25.52410962,-80.41663603
673,328,1305563,19-Jan-19,Pennsylvania,Lebanon,1140 Church St,0,4,"1140 Church St, Lebanon Pennsylvania",40.34363326,-76.43149618
674,329,1305679,19-Jan-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4,"1435 Wilcox Ave, Gaffney South Carolina",35.0999315,-81.6485701
675,330,1305516,19-Jan-19,Illinois,Chicago,4400  W Madison St,0,4,"4400  W Madison St, Chicago Illinois",41.8810143,-87.73579478
676,331,1305538,19-Jan-19,Florida,Jacksonville,11445 Brian Lakes Drive,3,2,"11445 Brian Lakes Drive, Jacksonville Florida",30.26923337,-81.85716811
677,332,1305294,19-Jan-19,Texas,Houston,7041 Sherman St,3,2,"7041 Sherman St, Houston Texas",29.73744773,-95.30049306
678,333,1303486,17-Jan-19,Kentucky,Owensboro,940 Audubon Ave,3,1,"940 Audubon Ave, Owensboro Kentucky",37.76559799,-87.12733799
679,334,1301778,15-Jan-19,Arkansas,Little Rock,5420 Baseline Rd,1,4,"5420 Baseline Rd, Little Rock Arkansas",34.668979,-92.338487
680,335,1299680,13-Jan-19,Arizona,Phoenix,2445 E Van Buren St,1,5,"2445 E Van Buren St, Phoenix Arizona",33.45126564,-112.0286642
